assessment_id,soul_id,question_id,section_id,status,Question,subjective_response,updated_at,Unnamed: 8,Score
67adc438c3919f35aeb524ee,b892ca44-89c4-44c3-8f9e-ee77be383a84,6782a1cc280cec482bcc9d93,07d6f622-1890-4ccc-b8cf-a6f41696971a,SUBMITTED,"Discuss a setback or disappointment that initially felt insurmountable (200-250 word). How did you bounce back, and what did you learn from it?","I was affected by a chronic health diseases some time ago. I had a nerve problem for a long time in my legs due to which it had become difficult to walk and stand properly. The pain was such that it led to some of the major setbacks in my life with respect to my career and overall normal mental health. I had to leave my job because it demanded on-site work everyday in office. My family also depended on me financially for a larger part. However, I kept on living through the major chunk of it, enduring the pain and pushing through life unwillingly just to keep myself and the family going for a few more months. It was tough but as they they 'When the going gets tough...the tough gets going'. Luckily, I was diagosed by good specialists in neurology which later ended my suffering slowly and steadily.

I learnt that not all phases of life are going to be the same. If you have had experiences of joy then you will surely experience suffering at some point. I also learnt that 'Never give up' attitude is what drives human beings to success in most cases. I would love to write a book about my story someday once I get a decent job again to fulfill my basic needs.",2025-03-29T17:58:21.777Z,1,Error
67adc438c3919f35aeb524ee,a48242b8-ea65-4bcc-b70b-5a3c88964716,6782a1cc280cec482bcc9d9b,07d6f622-1890-4ccc-b8cf-a6f41696971a,SUBMITTED,"Talk about a meaningful collaboration or group project you participated in (200-250 word). What role did you play, and how did teamwork impact the results?","Recently, our company was exploring a new product which required collaborations with multiple internal and external teams, and I led the whole assignment from compliance and governance phase. Eventually, after each team's approval the product was successfully launched for our clients. ",2025-03-29T18:03:53.195Z,1,Error
67adc438c3919f35aeb524ee,4cfcda07-4c4c-436c-aa14-a58acebe9e52,6782a1cc280cec482bcc9d97,07d6f622-1890-4ccc-b8cf-a6f41696971a,SUBMITTED,Think about a moment you discovered something new about yourself—a hidden strength or an unexpected interest (200-250 word). What triggered this realization?,"I was in grade 7 or maybe 10, and I remember that I was pretty sure I wanted to work in the field of aeronautical engineering- and maybe work as a civil pilot or a pilot in the Air Force. However the biggest setback came to me in when I reached grade 9. At that point, the COVID-19 pandemic was at its height of destruction. I had my online classes, and I used to spend hours in front of the screen attending them. I never realized that I was practically turning blind, and on a greater note, I actually was myopic. I was a little devastated, however, my mom kept me from being depressed. I made sure that I  would excel in some field. By 10th grade, I figured out that I could work out things in Social Science - specifically in Political Science. It wasn't very late, and I chose my subjects in grade 11 - Humanities. Since then I have been attending plenty of Model United Nations and going to diplomacy summits and conferences, and I have realized that International Relations is definitely my cup of tea. ",2025-03-29T18:03:09.070Z,1,Error
67adc438c3919f35aeb524ee,e59e2e95-d06f-47df-a24c-3a1fa35f3920,6782a1cc280cec482bcc9d9e,07d6f622-1890-4ccc-b8cf-a6f41696971a,SUBMITTED,"Write about a time you had to make a sacrifice for someone else (200-250 word). What was the outcome, and how did it influence your relationship?","I have lived a fairly easy life but thorughout my childhood, my parents suffered a lot financially due to which my needs and wants were neglected, so I had to often sacrifice on my needs, most significantly  not being able to celebrate my birthdays. This eventually led to me becoming very reserved in asking for the most necessary of stuff afraid they may not have the money and they will have to suffer because of me.",2025-03-30T13:26:20.087Z,1,Error
67adc438c3919f35aeb524ee,9ed7290a-2c6d-40ea-9e70-320be8012352,6782a1cc280cec482bcc9da2,07d6f622-1890-4ccc-b8cf-a6f41696971a,SUBMITTED,"Reflect on a decision you made under pressure (200-250 word). What factors guided your choice, and did you second-guess yourself afterward?","There was one such scenario in the past when I took a decision under pressure, and the decision was about my educational life after class twelve. I was in a tense condition as to whether to choose arts or science as my future studies. During that time, I consulted with my friends and family members before taking any decision. It was a hard choice for me as I was considering all the aspects regarding my choice. Our choices shape our futures, so it is very important to take the important decisions of your life without any type of influence, and they should be fully taken by your mind and soul so that you never need to regret your life choices or decisions again in the future. After a lot of thinking, I came to the final decision that I should choose arts for my further studies, as it was closely aligned with my interest and talent. I took English literature as my main subject during graduate studies.",2025-03-29T18:12:34.420Z,1,Error
67adc438c3919f35aeb524ee,2c4ddfe4-cd33-4954-a699-c3454f38b71f,6782a1cc280cec482bcc9d96,07d6f622-1890-4ccc-b8cf-a6f41696971a,SUBMITTED,Describe an instance where you learned a skill or pursued a hobby that felt completely out of your comfort zone (200-250 word). What was the experience like?,"During the orientation course arranged by ICAI, I stepped out of my comfort zone by presenting my educational idea to a panel of experienced judges. This experience taught me the value of preparation and presentation and the importance of embracing feedback, ultimately boosting my confidence and improving my presentation skills.",2025-03-29T18:15:10.278Z,1,Error
67adc438c3919f35aeb524ee,f520cb91-aa95-46de-bd17-6a24d136570d,6782a1cc280cec482bcc9da1,07d6f622-1890-4ccc-b8cf-a6f41696971a,AUTO_SUBMITTED,"Think about a time you had to apologize or seek forgiveness (200-250 word). What made it challenging, and how did it change your perspective on relationships?","In my teens, it was tough for me to apologize while playing cricket. While bowling, when I was 100% sure that I had the batsman and the umpire would not budge, that made me so angry that it was thoroughly reflected. Soon I learnt how to apologize and move on. This in turn reflected in my ability to reshape my life.",2025-03-29T18:22:07.636Z,1,Error
67adc438c3919f35aeb524ee,dc8424b0-b55f-4ece-b53d-6ec3ac440240,67ac9c8e8b41df4eade128af,07d6f622-1890-4ccc-b8cf-a6f41696971a,SUBMITTED,Reflect on a time when you had to mentor or guide someone (200-250 words). How did the experience impact both you and the person you helped?,"The time when i had to guide my brother was when he completed his intermediate and going to select a perfect college for his further studies. That time I said him to tell his interest first like in which field he want to make his future .According to his interest, I selected some colleges and asked him to take a look .So, in this way I was able to find a perfect college for my brother and I learned the method of wise choice.",2025-03-29T18:19:12.150Z,1,Error
67adc438c3919f35aeb524ee,d6918cb5-8b60-4413-acd3-bebb5ca62411,6782a1cc280cec482bcc9d98,07d6f622-1890-4ccc-b8cf-a6f41696971a,AUTO_SUBMITTED,"Write about a time when you struggled with self-doubt (200-250 word). How did you push through it, and what outcome did you achieve?","I have faced self doubts with several times. In somehow, I have overcomed that with the help of my family and friends. They pushed me out of it. In the year 2022, I have been placed in a multinational company that has been far from my city. I am a very family oriented person, I don't want to leave my parents. At the sametime, It is my long term dream to get into a job and to be financially independent.In that time, I had a huge self doubt on me. Do I capable of manage a new city with new friends ? Do I adapt to the work environment? I had lot of questions in my mind. I was mentally break down. I used to pray god to take me to the right path and guide me to reach heights. My family completely supported me and believe me that I could. I am forever grateful to them and god. Atlast, With the help of God and ",2025-03-29T18:35:50.597Z,1,Error
67adc438c3919f35aeb524ee,ce5d1d1e-90ba-438e-ae5d-5ac422437094,6782a1cc280cec482bcc9d91,07d6f622-1890-4ccc-b8cf-a6f41696971a,AUTO_SUBMITTED,Reflect on a situation that challenged your assumptions or made you see things in a new light (200-250 word). What caused the shift in your thinking?,"During my 12th standard, I was fighting my own mental battles. This made me irritable, annoyed and oblivious to others. While I always went to my friends for a shoulder to cry on, I never extended my own to them. During my board exams, I got in a massive fight with my closest friend, what she told me made me angry in that moment but changed me for life. I never cared to listen to them or their problems. I was on such a high horse that I couldn't see what she was going through mentally and emotionally. She asked me to stop and listen just once. She kept trying to make to understand how I was being emotionally and mentally exhausting for everyone around me because of my issues and they are there for me but I need to understand and listen to them as well. Although, at that moment, i was rather angry at her but few months down the line, I understood what she was asking from me. Since then, after 6 years, I have waited before I react or sit down to understand the people around me. For we may never know what the other person could be going through. This situation did not only make me to change my thinking but also to see every human as an individual while remembering that we are all the same. ",2025-03-29T18:39:54.046Z,1,Error
67adc438c3919f35aeb524ee,4ea64d7b-a78d-4245-b209-2f2537d5ea12,6782a1cc280cec482bcc9d9c,07d6f622-1890-4ccc-b8cf-a6f41696971a,SUBMITTED,"Think of a situation where you had to balance multiple commitments at once (200-250 word). How did you manage your time, and were you successful?",Managing multiple commitments are a part with my current profile of managing operations and leading a team. It takes a lot of time management and multitasking to get there efficiently.,2025-03-29T18:40:47.968Z,1,Error
67adc438c3919f35aeb524ee,38ea2122-45f1-4021-ad5b-348a619f4300,67ac9c8e8b41df4eade128a8,07d6f622-1890-4ccc-b8cf-a6f41696971a,SUBMITTED,"Write about a time you received constructive criticism (200-250 words). How did it initially make you feel, and how did you use it to grow?","when I recollect about a time where I received constructive criticism  and  the growth it brought in, it takes me back to my college years, I was trying to fit in with the crowd in the college and got into sports even though my talents where else where. One day my English lecturer Mr.Kambipura confronted me about why I don't take part in culturals as he thought I was good at it. He criticised me for trying to fit in rather than appreciate what I have and that has stuck with to date",2025-03-29T18:49:50.664Z,1,Error
67adc438c3919f35aeb524ee,45338b37-15c0-4e00-8dda-73435cfe4718,67ac9c8e8b41df4eade128a9,07d6f622-1890-4ccc-b8cf-a6f41696971a,SUBMITTED,"Recall a time when you set a difficult goal for yourself (200-250 words). What motivated you, and what challenges did you overcome to achieve it?","When I was in class 10th, I set a goal to solve my whole math book in 2 months.  It was a very difficult task to achieve. I faced a lot of problem in trignometry but I kept solving them and finally I solved my complete math book in 2 months . It boosted my moral for board exams.",2025-03-29T19:02:28.031Z,1,Error
67adc438c3919f35aeb524ee,c47152dc-58ca-4e60-b9cc-7ecee070fe4f,6782a1cc280cec482bcc9d97,07d6f622-1890-4ccc-b8cf-a6f41696971a,SUBMITTED,Think about a moment you discovered something new about yourself—a hidden strength or an unexpected interest (200-250 word). What triggered this realization?,"I started my college this year and I was required to stay in hostel. It was the first time when I would be leaving my home and my parents to stay with strangers whom I had never met before. In the beginning it was tough for me to manage everything by myself without any help from my parents. but as time passed, I was able to learn how to live alone. I made new friends and realized I could be independent. I know had the responsibility to spend my pocket money wisely.  I learned time management and funds management.",2025-03-29T19:07:36.084Z,1,Error
67adc438c3919f35aeb524ee,7262a543-8803-4cb6-813d-d448d39856df,67ac9c8e8b41df4eade128ab,07d6f622-1890-4ccc-b8cf-a6f41696971a,SUBMITTED,"Think about a time you had to overcome a personal fear (200-250 words). What steps did you take to face it, and how did it shape your confidence?","I had huge fear of what people think you me since my childhood, and I really struggled with it growing up. I was quite insecure and shy person, which surprisingly was the polar opposite to the character when I was a kid. During my high school, this insecurity gotten worse to the point where I was suffering with depression. Thankfully, with the people I had by my side at that time like mum, really helped me get over my insecurities. Later when I joined college I finally learned  that it doesn't matter what people think of me. It made me to careless about what others think of me and started to be myself wherever I go. Although this change didn't happened in a day or so but it was my constant struggle and effort over the years.",2025-03-29T19:09:42.317Z,1,Error
67adc438c3919f35aeb524ee,f550a43f-4e03-488a-b2bf-7f649817b62a,6782a1cc280cec482bcc9d98,07d6f622-1890-4ccc-b8cf-a6f41696971a,SUBMITTED,"Write about a time when you struggled with self-doubt (200-250 word). How did you push through it, and what outcome did you achieve?",In my first job my role mainly involved around telecom laws and compliances. As the domain was new to me I was facing difficulty in understanding almost everything in starting week which made me doubt my capabilities however I took this as a challenge and  I use to put extra effort in my day offs to study about the laws and compliances. I took help from my colleagues too. This made me realize that one should always know that its okay to ask for help.,2025-03-30T16:02:00.376Z,1,Error
67adc438c3919f35aeb524ee,2e5fe303-76aa-41a7-b27d-b8c1af719c80,67ac9c8e8b41df4eade128a8,07d6f622-1890-4ccc-b8cf-a6f41696971a,SUBMITTED,"Write about a time you received constructive criticism (200-250 words). How did it initially make you feel, and how did you use it to grow?","There was this time, when i had just returned from my maternity break and I had been receiving constructive criticism on my work from my manager. Initially I felt offended and attacked when i received such kind of feedbacks /inputs in team call. But that is when I started giving attention to details so that  I can show some improvement  in the tasks which i were delivering earlier. That helped me a lot for my professional development as i really focused on ignoring negativity and working on the inputs provided by my lead. Most of the times speaking up, asking for help and connecting with the leads really help in professional growth.",2025-03-29T19:19:11.481Z,1,Error
